PM2.5,PM2.5,PM10,PM10,SO2,SO2,NO2,NO2,CO,CO,O3,O3,TEMP,TEMP,PRES,PRES,DEWP,DEWP,RAIN,RAIN
mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max
97.71180943811763,625.0,120.74398884192188,923.0,35.249197585438644,221.0,75.606188506737,249.0,2236.1298873788332,10000.0,25.415855994561664,93.0,-1.5299295313557755,14.0,1022.6161694988589,1040.3,-14.219993597910092,3.266587718296998,0.00040966164809094074,0.2
89.92214683613392,957.0,106.77713300289557,919.0,32.45874137208127,282.0,72.11258808289286,264.0,1557.2639814820727,9600.0,31.9961704134591,114.0,1.186275392740655,16.2,1020.5524081375555,1035.0,-12.44798429656405,5.0,0.009206586561723164,1.3
97.00088797572785,479.0,146.5394541128723,845.0,32.11961178723183,183.0,86.77200373762886,253.0,1438.571273221176,10000.0,37.41626911688405,174.0,8.451956925243216,26.0,1014.1863911290324,1032.4,-6.898588709677419,12.4,0.007056451612903226,2.5
74.08154780397612,364.0,123.56313785660662,951.0,16.33232306645275,106.0,68.48543950274721,190.0,859.437127601765,3700.0,56.89008800835601,262.0,15.240694444444443,31.6,1008.5770138888888,1028.8,1.3732638888888888,15.8,0.021805555555555554,11.6
67.13442330369693,500.0,107.25761942579162,626.0,14.773620378836698,136.0,57.53997638832118,242.0,838.9816458812728,3100.0,81.39655816539293,364.0,21.10406586021505,40.5,1002.6632392473118,1017.3,8.11760752688172,20.8,0.04993279569892473,11.5
74.38775785269657,560.0,89.95039370886845,615.0,10.375512009312148,72.2568,52.63492154857495,164.8559,1103.5773565938389,10000.0,83.80804933454324,311.0,24.31298611111111,38.2,999.5568055555556,1009.6,16.284861111111113,24.1,0.13663194444444443,40.7
75.63482576603835,301.0,90.38514165267704,507.0,7.328501135167922,62.0,47.95030396714537,154.0,843.2606030084374,3100.0,84.57165042846846,357.0,26.916330645161292,39.0,998.3352150537635,1008.7,20.539448924731182,26.8,0.285383064516129,28.9
56.452014602102174,279.0,78.37958334299468,385.0,7.817944524949049,141.6576,48.175035700863525,168.0,788.8202317586363,2900.0,75.78857046935303,351.0,26.36989247311828,36.4,1001.4596774193549,1013.0,19.532728494623658,28.5,0.11286962365591396,72.5
64.50019560959416,338.0,83.18611006884544,584.0,8.101332401965522,71.4,56.686941762990855,202.8364,893.8766234821297,3700.0,44.668570443734765,215.0,20.59418047020878,33.6,1009.00978567709,1025.4,14.510995178481972,23.0,0.12884647197491406,38.9
94.7425195133139,421.0,118.06263546555306,456.0,10.915216302977386,118.0,71.38546938066355,239.0,1177.0419622366478,5000.0,25.024718386160398,241.0,13.290374383960573,28.5,1015.2212561603943,1034.6,6.449361559139785,18.6,0.0375,6.1
98.21395557213476,555.0,127.74362875774712,599.0,16.353147619828867,121.0,69.15424642459473,216.0,1834.8509098241375,8300.0,19.548336722867845,90.0,4.731111111111111,20.9,1019.5001041666666,1036.7,-3.6955208333333336,10.1,0.024097222222222225,2.6
110.57547625395064,718.0,132.09768870534913,718.0,29.22108995409788,172.0,76.75636711887428,234.0,2262.6428631122035,10000.0,18.76522660561326,193.0,-0.2474798387096774,14.8,1022.0812163978495,1035.0,-11.244153225806452,1.3,0.0014112903225806453,0.7
