PM2.5,PM2.5,PM10,PM10,SO2,SO2,NO2,NO2,CO,CO,O3,O3,TEMP,TEMP,PRES,PRES,DEWP,DEWP,RAIN,RAIN
mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max
92.73267482212977,713.0,113.88304052717162,858.0,34.78835542083846,197.0,65.9895547688402,217.0,1946.694214716692,9900.0,27.507043415224025,133.0,-1.5753700865779048,14.0,1023.2013820691852,1042.0,-14.263146253619107,3.1230624357950005,0.0006078802009884962,0.2
85.78975386695602,898.0,104.1982066501112,884.0,30.96397443809195,341.0,53.74252888083119,177.0,1438.642713072079,7400.0,44.06582189298347,216.0,1.3043269201392214,15.9,1021.3788644001321,1036.1,-12.684025419455828,5.0,0.010865568199303765,1.9
99.69839642572884,463.0,149.93566280980582,874.0,31.560547901533933,182.0,63.38258134902966,226.0,1371.3320146851331,6900.0,47.826120964269364,179.0,8.403950652841782,26.0,1014.9721158154122,1034.2,-7.177352150537634,12.4,0.009072580645161291,3.6
76.49584441140956,403.0,130.47665724659834,984.0,16.432615560471543,132.0,53.03910410415524,170.0,868.4691278889288,3500.0,65.06463871946069,281.0,15.309270833333333,31.9,1009.3603472222221,1030.6,1.1709027777777776,16.5,0.023541666666666666,11.7
67.45417319831292,665.0,115.55544552072553,948.0,16.068538249665956,175.0,48.960845092605354,209.0,802.2302370336561,3300.0,88.40470847886708,342.0,21.419657258064518,40.5,1003.4276545698925,1018.9,7.71051747311828,20.8,0.04741263440860215,11.5
72.02935715119723,510.0,87.0557115942662,564.0,8.511045814760012,107.0,49.53657179234946,228.0,949.2746906834961,9000.0,94.12226248813332,309.0,24.56142361111111,37.3,1000.31625,1011.1,16.130381944444444,24.1,0.1573263888888889,40.7
75.37056871209164,280.0,85.51198159197766,450.0,5.943801230514711,82.0,48.22490165513962,177.0,841.3187723408674,3600.0,95.55131247988204,423.0,27.195262096774197,38.8,999.0787298387096,1010.2,20.39075940860215,27.3,0.26723790322580643,33.1
56.25927605382738,260.0,72.4046733287093,361.0,4.578947864616759,40.0,48.844429902952655,171.0,817.6014471616883,3300.0,84.8969392265711,358.9992,26.715120967741935,36.4,1002.1970766129032,1014.5,19.35625,28.5,0.11653225806451613,72.5
64.71050153925455,321.0,87.37373378632155,344.0,7.341241351742246,63.0,59.397237507086025,201.0,922.123918716955,4200.0,52.039145937636405,253.0,20.889871510533222,33.6,1009.6737945967959,1026.9,14.366167165642556,23.0,0.11749025926929955,46.4
96.22583211657307,446.0,119.12338972655877,518.0,10.81552634884343,117.0,74.16528769643058,290.0,1189.2552032659578,5900.0,28.457867389711986,267.0,13.510233254928316,28.4,1015.9404093862007,1036.4,6.278864247311828,18.6,0.03951612903225806,11.7
98.3699937276445,619.0,123.7894812047497,671.0,15.907802024654822,161.0,72.71077546092295,214.0,1832.5061825749688,9600.0,22.290861622788274,117.0,4.6834375,20.9,1020.3212152777778,1038.5,-3.703611111111111,10.1,0.01513888888888889,1.8
107.78584972583621,657.0,130.5242282325844,675.0,26.116365866027913,186.0,73.10073710056864,218.0,2176.0145661607853,10000.0,25.184957333808168,82.0,-0.13303091397849462,14.8,1022.89186827957,1036.3,-11.00211693548387,2.2,0.0007056451612903226,0.6
