PM2.5,PM2.5,PM10,PM10,SO2,SO2,NO2,NO2,CO,CO,O3,O3,TEMP,TEMP,PRES,PRES,DEWP,DEWP,RAIN,RAIN
mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max
106.51905818592502,823.0,129.95145611003315,952.0,35.51678323864747,273.0,69.96113478733982,251.0,1988.1342499703853,9300.0,23.72759925059275,114.0,-1.357287440893768,13.784476596983014,1022.7568816666558,1042.0,-14.27456926731683,2.707441860465116,0.000640968332573941,0.2
94.47926324305074,999.0,113.00888238294851,929.0,30.02632123679395,411.0,55.51324003788338,194.0,1462.2106121155798,6700.0,39.00295103812484,119.0,1.4764507657068522,15.9,1020.9618160534537,1036.1,-12.704532654181245,4.7,0.012781828967475867,1.9
96.9151812028819,433.0,142.79055531975098,961.0,31.389521728941286,245.0,60.9067565265503,241.0,1386.2538076798273,8599.0,50.23919467594658,226.0,8.632210061443885,26.0,1014.5305835574596,1034.2,-7.706216397849462,11.8,0.008165322580645161,3.6
76.73095781928926,302.0,116.30287082289057,576.0,15.44409176959668,114.0,47.24270645976027,179.0,947.454474628829,4500.0,67.6024972353935,295.0,15.46701388888889,31.9,1008.8875347222222,1030.6,0.6150347222222222,16.5,0.02364583333333333,11.7
63.27930680077492,319.0,107.94174220834343,762.0,14.985682386943589,119.0,45.4558723014251,169.0,912.0271751508837,4200.0,88.68444997644112,347.0,21.695362903225806,40.6,1002.9592741935484,1018.9,7.051209677419355,22.3,0.048790322580645154,12.6
73.26573746229535,510.0,91.69573135964913,527.0,8.671794898604448,120.0,43.72947122731164,215.0,1107.2653873110828,9000.0,94.16181871604812,328.0,24.739652777777778,37.3,999.8815972222222,1011.1,15.7153125,24.8,0.13375,33.7
72.67562220001633,284.0,86.15584636995715,732.0,5.375656261498686,53.0,39.79950655333997,147.0,1049.2168306760498,3300.0,95.7604758959097,312.0,27.385349462365593,38.8,998.6906586021505,1010.2,19.99220430107527,27.3,0.257997311827957,33.1
55.67280656800025,261.0,76.60370578664403,344.0,4.256519570040969,96.0,42.683608959069815,141.0,993.6757263008263,4000.0,89.29642304005318,358.0,26.941364247311828,36.5,1001.7854502688172,1014.5,18.989012096774193,28.5,0.10678763440860216,36.6
62.09527771412846,290.0,89.08553628863827,558.0,6.925370188577151,84.0,53.02951764316971,185.0,1087.6469854073503,5200.0,54.7514687493257,246.0,21.081815637010966,32.6,1009.2324245227202,1026.9,14.01008753229974,21.7,0.11685772261061177,46.4
92.49609399931764,379.0,116.84559523809523,462.0,8.145598607222855,145.0,67.3510538951797,218.0,1279.9229462893402,5800.0,29.521540062827896,245.0,13.725791050627242,28.4,1015.4368139560933,1036.4,5.753360215053763,18.6,0.04297715053763441,11.7
105.19513886767244,687.0,130.6571909461153,704.0,15.784745303702088,174.0,66.84245916856926,218.0,1817.3755055169743,9500.0,21.44410185845724,103.0,4.878368055555556,20.4,1020.4647569444444,1038.5,-4.338506944444444,10.3,0.015208333333333332,1.8
121.06815901748439,690.0,145.02972673619533,690.0,29.701323577953474,219.0,73.47426613837642,235.0,2404.8681209381275,9800.0,19.458778491594263,76.0,0.011559139784946241,15.0,1023.1476142473118,1037.0,-11.490860215053765,2.2,0.0007056451612903226,0.6
