PM2.5,PM2.5,PM10,PM10,SO2,SO2,NO2,NO2,CO,CO,O3,O3,TEMP,TEMP,PRES,PRES,DEWP,DEWP,RAIN,RAIN
mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max
83.97435785104595,662.0,104.62134950376166,999.0,31.997680081625628,235.0,57.47309015749373,203.0,1852.1840011408883,10000.0,27.739045725311097,148.0,-1.4584739680500636,13.68611128792629,1018.8151602636594,1036.5,-15.672618304216524,1.5054954157264864,0.0004653091217424927,0.2
79.73122673732892,882.0,97.03315631502151,992.0,29.005419879381222,257.0,48.09768625753961,208.0,1383.010425001959,9800.0,37.82803840213184,113.0,1.3740224535459178,15.6,1017.01554131859,1031.2,-13.452448610967526,4.3,0.005881496438701614,1.2
84.04606630628385,443.0,129.49425559143214,976.0,25.68931890525138,310.0,55.04725427916359,199.0,1247.1403183451894,6500.0,50.542202256441946,216.0,8.39951930262811,26.0,1010.8184622349218,1029.1,-9.203963207185575,11.3,0.00891153639093805,5.7
69.56742235750623,510.0,108.43111224797642,714.0,11.599498021821478,103.0,41.201785103166294,153.0,791.9041180557626,3500.0,70.5829914688689,268.0,15.43736111111111,32.0,1005.1864930555556,1025.2,-1.1251041666666668,15.5,0.019131944444444444,4.8
60.42798705577349,381.0,95.98555092227485,933.0,12.001952619281585,120.0,34.437990837816876,142.0,714.8007521800777,3100.0,91.868250222722,366.0,21.61646505376344,41.4,999.347748655914,1013.9,5.655073924731183,18.9,0.048084677419354835,21.0
60.46419167598263,500.0,77.09792519668072,500.0,7.331004017323602,160.0,30.191973446061187,140.0,840.0463573187153,5000.0,94.55586161230211,365.0,24.7053125,38.1,996.3840972222223,1006.4,14.697951388888889,23.5,0.10885416666666667,28.7
63.922033524931244,540.0,75.22200381311615,540.0,4.946152253604005,101.0,27.400718309280105,117.0,837.3708284767843,3400.0,97.85164371445934,429.0,27.247513440860217,39.2,995.2270833333333,1005.7,19.092036290322582,26.9,0.2577956989247312,52.1
46.92254514584646,268.0,63.46348846569786,544.0,4.51459717404704,58.0,27.829214475224617,188.0,731.0188630049249,2600.0,91.69254007135434,359.0,26.686895161290323,37.7,998.3360215053764,1010.0,17.974193548387095,27.2,0.08195564516129032,26.5
55.98982264630116,304.0,67.99473653423847,309.0,5.136659933088435,59.0,38.24029193891465,166.0,850.5509170753461,5700.0,58.70483671392758,283.0,20.720814677457977,34.5,1005.712611786304,1022.4,13.120603634691001,21.3,0.12219533439167041,18.6
82.3837201745391,404.0,100.70973795721221,404.0,7.202062704829093,87.0,52.89002296196416,195.0,1053.3575521261587,9100.0,31.916781681012424,204.0,13.575557835701485,28.1,1011.8472950268816,1031.1,4.687197580645162,17.4,0.0396505376344086,6.0
78.53701237403195,347.0,104.83282150429531,858.0,15.143215193208658,122.0,56.36572756793632,178.0,1564.2087991947317,7100.0,19.88426738292384,90.0,5.097916666666666,20.8,1016.0492708333333,1033.1,-5.680798611111111,9.0,0.02673611111111111,2.4
87.35621372457251,596.0,110.56499340781197,770.0,25.5200375245976,165.0,61.01053972553558,226.0,1964.3443246816234,10000.0,20.715509098087466,72.0,0.10006720430107527,14.2,1018.9559139784946,1032.0,-12.869522849462365,1.5,0.0010416666666666667,0.7
