PM2.5,PM2.5,PM10,PM10,SO2,SO2,NO2,NO2,CO,CO,O3,O3,TEMP,TEMP,PRES,PRES,DEWP,DEWP,RAIN,RAIN
mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max,mean,max
78.6049789558787,558.0,93.76102213553304,750.0,22.51368970678703,254.0,44.84461475465052,174.0,1428.6383492089062,9800.0,28.317041122072638,94.0,-3.3846002284433143,12.445425591356317,1018.7643119293707,1036.5,-15.006871765993361,2.2386192910799463,0.0016339423625937046,0.4
80.40056425085066,762.0,91.59225659737736,991.0,21.661775916900083,315.0,36.232133856814116,156.0,1179.2289956945588,6200.0,43.909072711581004,119.0,-0.13950030291526808,15.8,1017.0302254264828,1030.9,-13.206241745641004,4.7,0.010666199530150317,1.6
89.15511887601767,534.0,120.94080979369747,835.0,22.28958373004456,160.0,41.21558762544233,219.0,1093.6751527228828,8000.0,56.43641062246485,218.0,7.268349174347158,25.7,1010.8979910714286,1029.3,-8.542069892473119,12.6,0.00601478494623656,3.1
67.30680500486157,288.0,107.73473688501149,620.0,11.919169363679927,110.0,32.08088416260077,157.0,762.3440940433254,3600.0,76.24991415623761,301.0,14.466527777777777,31.8,1005.2943055555556,1025.2,-0.5941319444444444,16.5,0.02309027777777778,6.8
56.41006263095688,345.0,96.13630692422063,695.0,11.086976192499744,103.9584,27.414381171907294,129.0,746.6866782145719,3799.0,93.68286546294415,361.0,20.57486559139785,40.3,999.4456653225806,1014.0,6.584307795698925,19.4,0.04223790322580645,7.8
56.66950139699152,324.0,80.81679613953133,529.0,6.542539023490983,120.0,21.596358415553063,94.0,881.8763130907794,10000.0,90.6561470337088,379.0,23.676944444444448,35.9,996.4698263888889,1006.4,15.66517361111111,26.1,0.15947916666666667,45.9
67.08870698124844,384.0,83.16986013128114,640.0,4.463544182336366,93.0,19.2161339574356,82.0,857.8571175271823,3700.0,94.37580386338628,391.0,26.33104838709677,39.0,995.312869623656,1005.7,20.141263440860214,27.7,0.3014448924731183,45.9
48.00780553694406,234.0,65.27805775943797,748.0,3.5669469652458883,34.0,17.785844699773204,80.0,711.7599370554472,2300.0,80.86818721795714,413.0,25.562029569892474,35.9,998.3830309139785,1009.8,19.22738575268817,29.1,0.10131048387096774,22.7
55.011929380266714,318.0,69.10688897415768,432.0,5.252550296131127,62.0,22.79800775167145,127.0,803.5711079363429,2800.0,59.180943122133186,278.0,19.636157670225906,34.0,1005.7727308940338,1022.2,14.254260532999153,22.7,0.10040818670437127,28.0
79.21692209068874,379.0,96.25376536759128,411.0,6.8692643112588385,103.0,34.695970972485945,172.0,945.8090481336374,4800.0,37.03724156255975,242.0,12.52744151625704,28.9,1011.8669482846902,1031.0,5.218010752688172,18.5,0.039012096774193546,6.5
76.67316731589517,422.0,96.8020566124025,993.0,11.683557843856354,193.0,45.91007969210504,231.0,1258.9512594623784,6000.0,26.65683522741197,444.0,3.896701388888889,20.9,1014.6560059498827,1033.4,-5.120667625492306,9.9,0.02178329143934417,2.3
81.1897101863524,559.0,95.83943595898756,948.0,18.033142379958182,196.0,46.26304612534884,168.0,1601.7848515088986,10000.0,29.547931311990535,90.0,-1.8035649021563465,14.8,1017.8610205428971,1032.0,-12.635155497788253,2.2386192910799463,0.004178722898290055,3.5
